"age","workclass","education","marital_status","occupation","race","sex","hours_per_week","income"
43,"Private","Bachelors","Married","Sales","White","Male",40,1
38,"Private","Some-college","Married","White-Collar","White","Male",40,0
26,"Private","HS-grad","Single","White-Collar","White","Male",50,0
27,"Private","HS-grad","Married","Blue-Collar","Other","Male",8,0
58,"Government","School","Divorced","Service","White","Female",40,0
37,"Government","HS-grad","Divorced","White-Collar","White","Female",12,0
56,"Private","School","Married","Blue-Collar","White","Male",26,0
36,"Private","Some-college","Separated","White-Collar","White","Male",60,1
29,"Private","HS-grad","Single","Blue-Collar","Other","Male",40,0
28,"Private","School","Single","Blue-Collar","White","Male",30,0
61,"Self-Employed","Doctorate","Married","Professional","White","Male",40,1
66,"Self-Employed","School","Married","Blue-Collar","White","Male",25,1
31,"Private","Some-college","Married","Blue-Collar","White","Male",50,1
21,"Private","Assoc","Single","Service","White","Female",40,0
67,"Self-Employed","HS-grad","Married","Blue-Collar","White","Male",58,1
26,"Private","HS-grad","Widowed","Blue-Collar","White","Male",40,0
21,"Private","Some-college","Single","Blue-Collar","White","Male",50,0
33,"Private","HS-grad","Married","Blue-Collar","White","Male",40,0
33,"Private","HS-grad","Divorced","Service","White","Female",32,0
59,"Government","Bachelors","Married","White-Collar","White","Male",50,1
82,"Self-Employed","School","Married","Blue-Collar","White","Male",50,0
34,"Government","Doctorate","Married","Professional","White","Female",50,1
29,"Private","Bachelors","Married","White-Collar","White","Male",50,1
19,"Private","Some-college","Divorced","Service","White","Female",40,0
57,"Self-Employed","HS-grad","Married","White-Collar","White","Male",1,0
41,"Private","Some-college","Married","White-Collar","White","Male",50,1
55,"Private","School","Married","Service","Other","Male",40,0
27,"Private","Some-college","Single","Blue-Collar","Other","Male",40,0
33,"Private","HS-grad","Single","Blue-Collar","White","Male",45,0
43,"Government","Some-college","Divorced","White-Collar","Other","Male",50,1
72,"Government","Some-college","Widowed","Service","White","Female",16,0
68,"Self-Employed","HS-grad","Married","Sales","White","Male",40,0
29,"Private","HS-grad","Separated","White-Collar","White","Female",40,0
41,"Private","Bachelors","Married","Professional","White","Male",60,0
30,"Private","HS-grad","Married","Service","White","Male",40,0
31,"Private","Bachelors","Divorced","Service","Other","Male",70,1
54,"Private","School","Married","Service","Other","Female",30,0
32,"Private","Assoc","Separated","White-Collar","White","Female",50,1
56,"Private","HS-grad","Widowed","Sales","White","Female",40,0
39,"Other/Unknown","Bachelors","Married","Other/Unknown","White","Female",6,1
41,"Government","Assoc","Married","Professional","White","Male",35,1
48,"Private","HS-grad","Divorced","White-Collar","White","Female",40,0
66,"Self-Employed","School","Married","Blue-Collar","White","Male",48,0
25,"Self-Employed","Bachelors","Single","Sales","White","Female",50,0
31,"Private","HS-grad","Married","Blue-Collar","White","Male",40,0
32,"Private","Assoc","Divorced","Sales","White","Male",48,0
51,"Private","Bachelors","Married","White-Collar","White","Male",40,1
42,"Private","HS-grad","Single","White-Collar","Other","Female",40,0
22,"Other/Unknown","Some-college","Single","Other/Unknown","Other","Female",35,0
31,"Private","Prof-school","Married","Professional","White","Male",60,1
43,"Self-Employed","HS-grad","Married","White-Collar","White","Female",40,0
42,"Private","Some-college","Single","Blue-Collar","Other","Female",40,0
20,"Government","HS-grad","Single","Service","Other","Male",40,0
40,"Private","Bachelors","Married","Professional","White","Male",40,1
65,"Private","HS-grad","Widowed","White-Collar","White","Female",20,0
53,"Private","Bachelors","Married","Professional","White","Male",52,1
56,"Private","Some-college","Married","Blue-Collar","White","Male",60,1
51,"Government","Doctorate","Married","White-Collar","White","Male",55,1
38,"Other/Unknown","HS-grad","Married","Other/Unknown","White","Male",40,0
44,"Private","Masters","Married","White-Collar","White","Male",50,1
49,"Self-Employed","HS-grad","Married","White-Collar","White","Male",60,1
47,"Private","HS-grad","Divorced","Blue-Collar","Other","Male",44,1
22,"Private","Assoc","Married","Professional","White","Female",40,0
53,"Private","Some-college","Separated","Blue-Collar","White","Male",45,1
41,"Government","Some-college","Divorced","Service","White","Male",20,0
19,"Private","HS-grad","Single","White-Collar","White","Male",40,0
27,"Government","Bachelors","Single","Professional","Other","Female",43,0
48,"Self-Employed","Assoc","Married","White-Collar","White","Female",25,1
52,"Private","School","Single","Service","White","Female",7,0
61,"Government","Prof-school","Married","Professional","White","Male",40,1
45,"Self-Employed","Bachelors","Married","White-Collar","Other","Male",45,1
29,"Private","School","Married","Blue-Collar","White","Male",40,0
41,"Private","Some-college","Divorced","Service","White","Male",21,0
38,"Private","Some-college","Divorced","White-Collar","Other","Male",60,0
32,"Private","Some-college","Married","Professional","White","Female",40,1
37,"Private","HS-grad","Married","Service","White","Male",40,0
55,"Private","School","Married","Blue-Collar","White","Male",40,0
62,"Government","HS-grad","Married","Blue-Collar","White","Male",40,0
48,"Private","HS-grad","Married","Blue-Collar","White","Male",40,0
43,"Private","Some-college","Married","White-Collar","White","Male",50,1
25,"Private","HS-grad","Single","Sales","Other","Male",24,0
47,"Private","HS-grad","Separated","Service","White","Female",40,0
49,"Self-Employed","Bachelors","Married","Blue-Collar","White","Male",70,0
55,"Private","HS-grad","Married","Service","White","Male",40,0
42,"Private","HS-grad","Divorced","White-Collar","White","Female",40,0
40,"Private","HS-grad","Divorced","White-Collar","White","Male",40,0
34,"Private","Assoc","Married","White-Collar","White","Male",40,0
38,"Private","HS-grad","Separated","Sales","White","Female",10,0
39,"Private","HS-grad","Married","Blue-Collar","White","Male",40,1
45,"Private","Assoc","Divorced","Blue-Collar","White","Female",55,0
43,"Private","Assoc","Single","Sales","White","Male",40,0
32,"Government","HS-grad","Single","White-Collar","Other","Female",40,0
18,"Private","Some-college","Single","Service","White","Female",20,0
27,"Private","Masters","Single","Professional","White","Male",40,0
57,"Private","Assoc","Divorced","Service","White","Female",40,0
38,"Private","HS-grad","Married","White-Collar","White","Female",60,0
67,"Private","Bachelors","Married","Professional","White","Male",40,1
26,"Private","School","Separated","Service","White","Female",20,0
21,"Private","HS-grad","Single","Blue-Collar","White","Male",40,0
17,"Private","School","Single","Service","White","Male",15,0
31,"Private","HS-grad","Married","Blue-Collar","White","Male",40,0
51,"Self-Employed","Assoc","Separated","Sales","Other","Male",30,0
29,"Private","Bachelors","Married","White-Collar","White","Male",40,1
28,"Private","Bachelors","Single","Blue-Collar","White","Male",40,1
32,"Private","Assoc","Married","Professional","White","Male",45,1
31,"Government","Some-college","Married","Service","White","Male",45,0
26,"Private","Some-college","Married","Blue-Collar","White","Male",40,1
28,"Government","Bachelors","Divorced","Professional","White","Female",40,0
40,"Private","Masters","Single","Professional","White","Female",40,0
51,"Private","School","Single","Blue-Collar","White","Male",19,0
62,"Private","Some-college","Married","Blue-Collar","Other","Male",20,0
54,"Private","School","Married","Blue-Collar","White","Male",60,0
55,"Private","HS-grad","Separated","Service","White","Female",16,0
24,"Private","HS-grad","Single","Blue-Collar","White","Male",20,0
27,"Private","Masters","Single","White-Collar","White","Male",45,0
18,"Private","HS-grad","Single","Blue-Collar","White","Male",30,0
22,"Private","Bachelors","Single","Professional","Other","Female",40,1
21,"Private","HS-grad","Single","Sales","White","Female",40,0
44,"Self-Employed","Some-college","Married","Sales","Other","Male",80,1
50,"Other/Unknown","Masters","Married","Other/Unknown","White","Male",60,1
38,"Private","Bachelors","Married","Professional","White","Male",40,1
39,"Private","Bachelors","Married","Professional","White","Male",50,1
27,"Private","HS-grad","Married","Blue-Collar","White","Male",40,0
35,"Private","School","Divorced","Blue-Collar","Other","Male",40,0
51,"Private","Some-college","Married","Blue-Collar","White","Male",60,1
60,"Private","Some-college","Married","Service","White","Male",40,0
62,"Other/Unknown","Some-college","Married","Other/Unknown","White","Male",40,1
38,"Private","HS-grad","Married","Blue-Collar","White","Male",40,0
37,"Private","Some-college","Separated","Blue-Collar","Other","Male",35,0
43,"Private","Some-college","Divorced","White-Collar","White","Female",40,0
49,"Government","Some-college","Divorced","White-Collar","White","Female",50,0
17,"Private","School","Single","Service","White","Female",25,0
32,"Private","HS-grad","Single","Service","White","Male",60,0
23,"Private","Bachelors","Single","Professional","White","Female",38,0
28,"Private","Bachelors","Married","Professional","White","Male",40,1
83,"Self-Employed","Bachelors","Married","White-Collar","White","Male",55,1
25,"Private","Bachelors","Single","White-Collar","White","Female",40,0
42,"Private","Bachelors","Married","White-Collar","White","Male",60,0
46,"Government","School","Single","Service","White","Male",40,0
29,"Private","Bachelors","Single","Professional","Other","Female",50,0
44,"Private","Masters","Married","White-Collar","White","Male",45,1
60,"Self-Employed","Prof-school","Married","Sales","White","Male",45,1
30,"Government","Assoc","Divorced","Service","Other","Female",40,0
24,"Private","Some-college","Single","Sales","White","Female",17,0
17,"Private","School","Single","Service","White","Female",10,0
76,"Other/Unknown","School","Widowed","Other/Unknown","White","Female",16,0
31,"Private","Assoc","Single","Service","White","Female",40,0
52,"Private","Some-college","Married","Blue-Collar","White","Male",40,1
39,"Private","Bachelors","Single","White-Collar","Other","Female",35,0
73,"Self-Employed","Bachelors","Married","Sales","White","Male",50,1
38,"Private","HS-grad","Single","Service","Other","Female",24,0
48,"Private","HS-grad","Divorced","Service","Other","Female",20,0
60,"Private","School","Widowed","Sales","White","Female",40,0
26,"Private","HS-grad","Single","Blue-Collar","White","Male",40,0
20,"Private","HS-grad","Single","Service","White","Male",40,0
54,"Government","Doctorate","Single","White-Collar","White","Female",40,1
50,"Government","HS-grad","Married","Service","Other","Male",40,0
20,"Private","Some-college","Single","White-Collar","White","Female",40,0
23,"Private","Some-college","Single","White-Collar","Other","Male",22,0
35,"Private","Assoc","Married","Blue-Collar","White","Male",40,1
43,"Private","School","Single","Blue-Collar","Other","Male",40,0
50,"Private","HS-grad","Married","White-Collar","White","Male",32,0
58,"Private","School","Separated","Blue-Collar","Other","Male",50,0
55,"Government","Assoc","Divorced","White-Collar","Other","Male",40,0
29,"Private","Bachelors","Married","White-Collar","White","Male",45,1
47,"Private","Some-college","Divorced","Blue-Collar","White","Female",40,0
39,"Private","HS-grad","Married","Professional","Other","Female",40,0
63,"Government","HS-grad","Married","White-Collar","White","Female",35,1
27,"Private","HS-grad","Single","Blue-Collar","White","Male",60,0
62,"Other/Unknown","School","Divorced","Other/Unknown","Other","Female",40,0
38,"Private","Some-college","Single","White-Collar","White","Female",40,0
25,"Private","HS-grad","Single","Blue-Collar","White","Male",65,0
31,"Private","HS-grad","Married","Service","White","Male",52,0
40,"Government","Some-college","Single","White-Collar","White","Female",40,0
42,"Private","Doctorate","Single","Professional","White","Male",50,0
52,"Private","HS-grad","Married","Sales","White","Male",40,1
46,"Private","Bachelors","Married","White-Collar","White","Male",40,1
31,"Private","Some-college","Separated","Service","White","Female",50,0
33,"Private","HS-grad","Divorced","Service","White","Female",40,0
58,"Private","HS-grad","Single","White-Collar","White","Female",40,0
52,"Government","HS-grad","Divorced","Service","White","Male",36,1
25,"Self-Employed","Bachelors","Single","White-Collar","White","Male",35,1
54,"Private","Bachelors","Married","Sales","White","Male",40,1
46,"Private","Masters","Married","White-Collar","White","Male",60,0
28,"Private","HS-grad","Married","Blue-Collar","White","Male",40,0
24,"Self-Employed","School","Married","Blue-Collar","White","Male",40,0
39,"Private","Bachelors","Single","White-Collar","White","Female",40,0
60,"Government","Some-college","Married","Service","White","Male",40,0
22,"Private","HS-grad","Single","Service","White","Female",40,0
27,"Private","Bachelors","Single","White-Collar","White","Female",40,0
35,"Private","Bachelors","Married","Sales","White","Male",45,1
47,"Private","Bachelors","Married","Professional","White","Male",50,0
33,"Self-Employed","Bachelors","Married","Professional","White","Female",50,1
40,"Self-Employed","Bachelors","Married","White-Collar","White","Male",45,1
38,"Private","Bachelors","Married","White-Collar","White","Male",40,1
26,"Private","Assoc","Separated","Blue-Collar","Other","Female",40,0
54,"Self-Employed","Bachelors","Married","Sales","White","Male",50,1
39,"Private","Bachelors","Married","Blue-Collar","White","Male",40,0
60,"Private","School","Divorced","Blue-Collar","White","Male",40,0
32,"Private","Masters","Single","White-Collar","White","Female",40,0
19,"Government","Some-college","Single","White-Collar","White","Female",15,0
49,"Other/Unknown","HS-grad","Married","Other/Unknown","White","Male",60,0
31,"Private","School","Single","White-Collar","White","Female",48,0
29,"Private","HS-grad","Separated","Sales","White","Female",25,0
39,"Private","HS-grad","Single","Sales","Other","Female",40,0
42,"Private","Masters","Married","Sales","White","Male",50,1
26,"Private","HS-grad","Divorced","Service","White","Female",35,0
27,"Private","Assoc","Single","White-Collar","White","Male",40,0
52,"Private","School","Widowed","White-Collar","White","Female",40,0
50,"Government","Some-college","Divorced","Service","Other","Female",40,0
51,"Private","HS-grad","Married","Blue-Collar","White","Male",45,1
51,"Government","HS-grad","Married","White-Collar","White","Male",40,1
40,"Private","HS-grad","Married","Sales","White","Male",40,1
61,"Private","School","Widowed","Blue-Collar","Other","Male",40,0
35,"Private","HS-grad","Divorced","Blue-Collar","White","Male",40,0
41,"Other/Unknown","HS-grad","Divorced","Other/Unknown","Other","Female",28,0
31,"Private","Masters","Married","White-Collar","White","Male",40,1
43,"Private","HS-grad","Married","Blue-Collar","White","Male",40,1
20,"Private","HS-grad","Single","Blue-Collar","White","Male",40,0
35,"Private","Some-college","Separated","Blue-Collar","White","Male",40,0
30,"Private","Some-college","Married","Sales","White","Male",45,0
42,"Self-Employed","Prof-school","Married","Professional","White","Male",40,1
51,"Private","HS-grad","Married","Blue-Collar","White","Male",40,1
39,"Self-Employed","Masters","Divorced","White-Collar","Other","Male",99,1
69,"Self-Employed","School","Married","Blue-Collar","White","Male",25,0
63,"Other/Unknown","School","Married","Other/Unknown","White","Male",40,1
29,"Government","Some-college","Single","White-Collar","Other","Female",40,0
21,"Private","Some-college","Single","Sales","White","Male",20,0
24,"Private","Bachelors","Single","Service","White","Male",55,0
55,"Private","HS-grad","Married","Service","Other","Male",40,0
42,"Self-Employed","HS-grad","Married","Blue-Collar","White","Male",45,0
48,"Private","School","Married","Service","White","Female",40,0
31,"Private","Bachelors","Single","Service","White","Female",42,0
52,"Private","Assoc","Married","White-Collar","White","Male",40,1
30,"Private","Some-college","Single","Service","White","Female",40,0
29,"Private","HS-grad","Single","Blue-Collar","White","Male",40,0
32,"Private","Some-college","Married","Blue-Collar","White","Male",40,0
47,"Private","Some-college","Married","Professional","White","Male",40,1
56,"Private","School","Married","Blue-Collar","White","Male",40,0
40,"Private","Some-college","Married","Blue-Collar","White","Male",40,0
20,"Private","Some-college","Single","Professional","White","Female",10,0
36,"Private","Some-college","Separated","Blue-Collar","White","Male",40,0
45,"Private","Bachelors","Single","Professional","White","Male",40,0
38,"Private","School","Married","White-Collar","White","Male",40,0
60,"Government","Prof-school","Married","Professional","White","Male",40,1
70,"Self-Employed","Masters","Married","White-Collar","Other","Male",40,0
21,"Private","Some-college","Single","Service","White","Female",30,0
57,"Private","HS-grad","Widowed","White-Collar","White","Female",40,0
33,"Private","HS-grad","Married","Blue-Collar","White","Male",48,0
37,"Private","HS-grad","Married","Blue-Collar","White","Male",50,0
50,"Self-Employed","Prof-school","Married","White-Collar","White","Male",50,1
68,"Private","Some-college","Married","Sales","White","Male",55,1
28,"Private","School","Married","White-Collar","White","Female",40,0
32,"Private","Some-college","Married","Blue-Collar","White","Male",40,0
30,"Private","Prof-school","Divorced","Professional","White","Male",50,1
18,"Private","School","Single","Blue-Collar","White","Male",30,0
45,"Private","Some-college","Divorced","Professional","White","Female",20,0
22,"Private","HS-grad","Single","White-Collar","White","Female",40,0
38,"Private","Bachelors","Single","Blue-Collar","White","Female",8,0
37,"Private","Assoc","Divorced","Professional","White","Female",40,0
23,"Private","Bachelors","Single","Blue-Collar","White","Male",40,0
59,"Private","School","Married","Blue-Collar","White","Male",40,0
48,"Self-Employed","Prof-school","Married","Professional","White","Male",40,1
53,"Self-Employed","Some-college","Married","White-Collar","White","Male",50,1
18,"Private","HS-grad","Single","White-Collar","White","Male",25,0
30,"Private","Bachelors","Single","Sales","White","Female",40,0
50,"Private","Some-college","Married","Sales","White","Male",45,1
63,"Other/Unknown","School","Married","Other/Unknown","White","Male",40,0
38,"Self-Employed","HS-grad","Married","Blue-Collar","White","Male",40,0
48,"Private","School","Divorced","Sales","White","Female",40,0
60,"Private","HS-grad","Married","Blue-Collar","White","Male",40,0
46,"Private","HS-grad","Separated","Blue-Collar","White","Female",50,0
30,"Other/Unknown","HS-grad","Single","Other/Unknown","White","Male",30,0
39,"Private","Bachelors","Married","Sales","White","Male",60,1
55,"Government","Some-college","Married","Professional","White","Male",40,1
17,"Private","School","Single","Sales","White","Male",15,0
46,"Private","Bachelors","Married","Sales","White","Male",55,1
50,"Private","HS-grad","Divorced","Sales","White","Female",65,0
32,"Private","Bachelors","Single","Service","Other","Male",30,0
18,"Private","HS-grad","Single","Service","White","Female",40,0
34,"Private","HS-grad","Separated","Service","Other","Male",40,0
50,"Private","Bachelors","Divorced","Professional","White","Male",45,1
32,"Private","School","Married","White-Collar","White","Male",55,0
23,"Government","Bachelors","Single","Professional","Other","Female",40,0
26,"Private","Bachelors","Single","Professional","White","Male",50,0
46,"Private","Assoc","Divorced","Professional","White","Female",50,0
43,"Self-Employed","Some-college","Married","Sales","White","Male",55,0
32,"Private","HS-grad","Married","Blue-Collar","White","Male",60,1
37,"Government","Assoc","Divorced","Professional","White","Female",38,0
48,"Private","Some-college","Married","Blue-Collar","White","Male",45,1
28,"Private","Bachelors","Single","White-Collar","White","Male",40,0
43,"Private","HS-grad","Married","Blue-Collar","White","Male",40,0
51,"Government","School","Widowed","Service","White","Female",24,0
30,"Private","HS-grad","Single","Blue-Collar","White","Male",50,0
34,"Government","Masters","Married","Professional","White","Male",50,1
34,"Private","HS-grad","Married","Blue-Collar","Other","Male",40,0
41,"Private","Bachelors","Married","White-Collar","White","Male",60,1
53,"Private","School","Divorced","White-Collar","White","Female",48,0
42,"Private","School","Married","Blue-Collar","White","Male",40,0
18,"Private","HS-grad","Single","Service","White","Female",30,0
81,"Private","Bachelors","Widowed","Sales","White","Male",50,1
40,"Private","Assoc","Married","Professional","White","Male",40,0
26,"Private","Bachelors","Single","Service","White","Female",35,0
20,"Private","Some-college","Single","Service","White","Female",15,0
41,"Private","HS-grad","Single","Sales","White","Female",50,0
49,"Government","Masters","Married","Professional","White","Male",45,1
22,"Private","Some-college","Single","Service","White","Female",20,0
46,"Private","Bachelors","Divorced","Professional","White","Male",45,1
56,"Private","Some-college","Divorced","White-Collar","White","Female",40,0
35,"Private","HS-grad","Married","White-Collar","White","Female",40,1
34,"Private","Bachelors","Separated","White-Collar","White","Female",35,0
29,"Government","Masters","Married","Professional","White","Female",40,1
28,"Private","School","Married","Professional","White","Male",45,0
35,"Private","Bachelors","Single","Service","White","Male",37,0
29,"Private","Some-college","Married","White-Collar","White","Male",40,0
21,"Private","Some-college","Single","White-Collar","White","Female",30,0
52,"Self-Employed","Some-college","Married","White-Collar","White","Male",95,1
45,"Private","HS-grad","Married","Blue-Collar","White","Male",40,0
43,"Private","HS-grad","Married","Blue-Collar","Other","Male",40,0
35,"Other/Unknown","HS-grad","Married","Other/Unknown","White","Female",25,0
21,"Other/Unknown","Some-college","Single","Other/Unknown","White","Male",20,0
35,"Private","School","Single","Service","White","Male",40,0
30,"Private","HS-grad","Married","White-Collar","White","Male",40,0
45,"Private","HS-grad","Single","Blue-Collar","White","Female",40,0
29,"Private","Some-college","Single","Service","White","Female",20,0
29,"Government","School","Single","Service","Other","Female",40,0
33,"Private","Bachelors","Single","White-Collar","White","Female",40,0
17,"Private","School","Single","Service","Other","Male",15,0
52,"Private","HS-grad","Divorced","Sales","White","Female",25,0
24,"Private","Some-college","Separated","White-Collar","White","Female",35,0
32,"Government","HS-grad","Married","Blue-Collar","White","Male",40,1
40,"Private","Bachelors","Single","White-Collar","White","Female",48,0
32,"Private","HS-grad","Separated","White-Collar","White","Male",40,0
33,"Private","Bachelors","Single","Sales","White","Female",40,0
30,"Private","School","Single","Blue-Collar","White","Male",38,0
28,"Private","HS-grad","Single","White-Collar","White","Male",40,0
62,"Other/Unknown","Assoc","Married","Blue-Collar","White","Male",50,0
46,"Government","Bachelors","Married","Service","White","Male",40,1
32,"Private","Assoc","Single","Service","White","Female",64,0
26,"Private","HS-grad","Married","Blue-Collar","White","Male",40,1
41,"Self-Employed","Bachelors","Married","Professional","White","Male",40,1
57,"Government","Some-college","Married","White-Collar","White","Male",40,1
52,"Private","Some-college","Married","Sales","White","Male",45,1
35,"Self-Employed","Bachelors","Married","White-Collar","White","Male",50,1
19,"Private","HS-grad","Single","Blue-Collar","White","Male",16,0
49,"Private","Bachelors","Single","White-Collar","White","Male",45,1
47,"Private","Assoc","Married","Blue-Collar","White","Male",60,1
38,"Private","School","Married","White-Collar","White","Female",32,0
30,"Private","HS-grad","Single","Blue-Collar","White","Male",40,0
32,"Private","School","Married","Blue-Collar","White","Male",40,0
32,"Private","HS-grad","Married","White-Collar","White","Female",50,1
46,"Private","Assoc","Single","White-Collar","White","Female",40,0
22,"Private","HS-grad","Single","Blue-Collar","White","Male",50,0
47,"Government","Some-college","Married","Service","White","Male",50,0
57,"Self-Employed","Some-college","Married","Sales","White","Female",25,1
47,"Private","Some-college","Divorced","White-Collar","Other","Female",40,0
41,"Private","Bachelors","Married","Professional","White","Male",56,1
36,"Government","HS-grad","Married","Blue-Collar","White","Male",40,0
32,"Private","Bachelors","Married","Blue-Collar","White","Male",60,0
37,"Private","School","Married","Service","White","Male",40,0
36,"Self-Employed","HS-grad","Married","Blue-Collar","White","Male",45,0
64,"Private","HS-grad","Married","Blue-Collar","White","Male",40,0
17,"Private","School","Single","Service","White","Male",15,0
23,"Private","Some-college","Single","White-Collar","White","Female",15,0
40,"Private","Some-college","Divorced","White-Collar","White","Female",40,0
42,"Government","Bachelors","Married","White-Collar","White","Male",50,1
37,"Self-Employed","HS-grad","Married","Service","White","Male",42,0
35,"Government","Some-college","Single","Blue-Collar","White","Female",40,0
56,"Self-Employed","HS-grad","Divorced","Service","White","Male",50,0
52,"Private","Bachelors","Married","Blue-Collar","Other","Male",40,0
37,"Government","Bachelors","Married","Service","White","Male",45,1
48,"Government","Doctorate","Married","Professional","White","Male",65,1
24,"Private","HS-grad","Divorced","Service","White","Female",40,0
33,"Private","Assoc","Married","Blue-Collar","White","Male",40,0
39,"Private","Assoc","Married","Service","Other","Male",40,0
34,"Private","HS-grad","Divorced","White-Collar","Other","Male",42,0
24,"Other/Unknown","Bachelors","Divorced","Other/Unknown","White","Female",40,0
23,"Private","Some-college","Single","White-Collar","Other","Male",24,0
49,"Private","HS-grad","Married","Sales","White","Male",65,1
18,"Private","HS-grad","Single","Service","White","Male",25,0
20,"Private","School","Single","Blue-Collar","White","Male",40,0
54,"Private","Masters","Married","Sales","White","Male",55,1
19,"Private","Some-college","Single","White-Collar","White","Male",40,0
53,"Private","HS-grad","Married","Blue-Collar","White","Male",46,1
34,"Other/Unknown","School","Separated","Other/Unknown","Other","Female",40,0
28,"Private","HS-grad","Single","Blue-Collar","White","Male",40,0
35,"Private","HS-grad","Married","Blue-Collar","White","Male",40,0
20,"Private","Some-college","Single","Sales","White","Female",20,0
31,"Private","Some-college","Divorced","White-Collar","White","Female",50,0
37,"Private","Doctorate","Separated","Professional","White","Female",40,0
64,"Private","School","Married","Blue-Collar","White","Male",40,0
42,"Private","Some-college","Married","Service","White","Male",40,1
27,"Private","Some-college","Divorced","Sales","White","Male",50,0
36,"Self-Employed","Some-college","Single","Service","White","Female",50,0
36,"Private","Some-college","Married","Blue-Collar","White","Male",40,1
23,"Private","HS-grad","Single","Blue-Collar","Other","Male",40,0
46,"Private","HS-grad","Married","Blue-Collar","White","Male",40,0
24,"Private","School","Single","Blue-Collar","Other","Male",35,0
22,"Private","HS-grad","Single","White-Collar","White","Female",40,0
62,"Private","Bachelors","Married","White-Collar","White","Male",40,1
19,"Private","HS-grad","Single","Service","White","Male",40,0
20,"Private","HS-grad","Single","Service","White","Male",30,0
47,"Private","Masters","Married","White-Collar","Other","Male",40,1
57,"Private","HS-grad","Single","White-Collar","White","Female",40,0
19,"Private","HS-grad","Single","Blue-Collar","White","Male",35,0
37,"Government","Masters","Married","Professional","White","Female",45,1
35,"Self-Employed","HS-grad","Married","Sales","White","Male",65,1
17,"Private","School","Single","Sales","White","Female",20,0
36,"Government","Some-college","Divorced","White-Collar","White","Female",35,0
50,"Private","Some-college","Married","Blue-Collar","White","Male",40,1
35,"Private","HS-grad","Married","Professional","White","Female",35,0
27,"Government","Doctorate","Single","Professional","White","Male",77,0
28,"Private","HS-grad","Married","Blue-Collar","White","Male",30,0
29,"Self-Employed","Prof-school","Divorced","Professional","White","Male",60,1
25,"Private","HS-grad","Separated","Blue-Collar","Other","Male",40,0
47,"Self-Employed","Assoc","Widowed","White-Collar","White","Female",67,0
29,"Government","Masters","Married","Professional","White","Female",45,1
19,"Private","HS-grad","Single","White-Collar","White","Female",40,0
49,"Private","Some-college","Married","Blue-Collar","White","Male",40,0
31,"Private","Prof-school","Married","Professional","White","Male",25,1
43,"Government","Assoc","Married","Professional","Other","Female",40,0
56,"Self-Employed","School","Married","Blue-Collar","White","Male",40,0
42,"Private","HS-grad","Divorced","Blue-Collar","White","Female",40,0
45,"Government","Some-college","Married","Professional","White","Male",56,1
40,"Private","Bachelors","Widowed","White-Collar","White","Female",40,0
44,"Private","Some-college","Divorced","White-Collar","White","Female",38,0
17,"Other/Unknown","School","Single","Other/Unknown","White","Female",20,0
36,"Private","HS-grad","Divorced","White-Collar","White","Female",40,0
19,"Private","Some-college","Single","Sales","White","Female",20,0
53,"Government","HS-grad","Married","White-Collar","White","Female",40,1
72,"Self-Employed","Some-college","Married","Blue-Collar","White","Male",35,0
46,"Private","Assoc","Married","Blue-Collar","Other","Male",60,0
33,"Private","Some-college","Separated","Professional","White","Female",37,0
22,"Private","School","Single","Blue-Collar","Other","Male",40,0
17,"Other/Unknown","School","Single","Other/Unknown","White","Female",25,0
41,"Private","HS-grad","Married","Service","White","Male",45,1
46,"Private","School","Married","Blue-Collar","White","Male",43,0
33,"Private","HS-grad","Single","Sales","White","Female",20,0
32,"Private","School","Married","Blue-Collar","White","Male",40,0
52,"Self-Employed","HS-grad","Divorced","Blue-Collar","White","Male",40,0
27,"Private","HS-grad","Single","White-Collar","White","Female",40,0
48,"Government","HS-grad","Married","Service","White","Male",72,1
22,"Private","Some-college","Single","White-Collar","White","Female",35,0
25,"Private","HS-grad","Divorced","Service","White","Male",50,0
60,"Other/Unknown","HS-grad","Married","Other/Unknown","White","Male",42,0
38,"Private","Assoc","Married","Sales","White","Male",40,0
37,"Private","HS-grad","Married","Blue-Collar","White","Male",50,0
49,"Private","Some-college","Divorced","White-Collar","White","Female",40,0
40,"Self-Employed","Bachelors","Married","Blue-Collar","White","Male",30,0
48,"Private","HS-grad","Married","Blue-Collar","White","Male",46,1
31,"Private","Some-college","Single","White-Collar","Other","Female",40,0
40,"Self-Employed","HS-grad","Married","Service","White","Male",45,0
25,"Private","HS-grad","Divorced","Sales","White","Female",37,0
68,"Private","Bachelors","Married","White-Collar","White","Male",45,1
18,"Other/Unknown","HS-grad","Single","Other/Unknown","Other","Female",20,0
19,"Private","School","Single","Blue-Collar","White","Female",30,0
35,"Self-Employed","HS-grad","Single","Blue-Collar","White","Male",60,0
28,"Private","HS-grad","Divorced","White-Collar","White","Female",50,0
53,"Private","HS-grad","Divorced","Sales","White","Female",40,0
33,"Private","Some-college","Married","Blue-Collar","White","Male",41,0
20,"Private","HS-grad","Single","Blue-Collar","White","Male",40,0
45,"Self-Employed","Bachelors","Single","Sales","White","Female",35,0
36,"Private","Bachelors","Married","White-Collar","White","Male",50,1
34,"Private","Some-college","Married","White-Collar","White","Male",45,0
32,"Private","Some-college","Single","White-Collar","White","Female",40,0
19,"Private","Some-college","Single","Blue-Collar","White","Male",25,0
