emp_length,annual_inc,open_acc,credit_years,grade,home_ownership,purpose,addr_state,loan_status
1,69000,5,25,B,MORTGAGE,debt,TX,1
10,30000,5,12,D,MORTGAGE,debt,Other,1
10,55200,10,7,C,MORTGAGE,debt,Other,1
2,40000,13,10,C,RENT,debt,NY,1
10,50000,9,23,C,MORTGAGE,purchase,Other,1
10,186063,11,28,B,MORTGAGE,purchase,FL,1
9,72000,14,13,B,MORTGAGE,small_business,GA,1
1,20000,2,22,A,RENT,educational,Other,1
1,73000,9,7,C,RENT,purchase,Other,1
5,22200,9,14,A,OTHER,debt,Other,1
10,110000,7,20,C,RENT,debt,Other,0
1,107000,11,27,C,MORTGAGE,debt,Other,1
4,78000,19,12,C,MORTGAGE,debt,Other,1
2,90000,6,18,C,MORTGAGE,debt,TX,1
7,69500,8,14,C,RENT,debt,Other,1
10,66000,3,17,C,MORTGAGE,debt,Other,1
10,32000,7,10,C,RENT,debt,CA,0
3,95000,11,7,D,RENT,debt,Other,0
2,50000,13,21,D,MORTGAGE,debt,FL,1
1,60000,11,17,A,MORTGAGE,debt,TX,1
1,65000,4,15,A,MORTGAGE,debt,TX,1
3,24000,5,15,A,RENT,small_business,Other,1
10,80000,4,14,C,MORTGAGE,small_business,CA,0
10,72000,17,8,E,MORTGAGE,purchase,Other,1
1,36000,4,4,B,RENT,debt,Other,1
10,40000,8,21,B,RENT,debt,Other,1
6,85000,15,14,D,MORTGAGE,debt,Other,1
2,46000,6,8,C,RENT,debt,TX,1
3,50000,2,11,B,RENT,purchase,Other,1
2,200000,17,18,C,RENT,purchase,NY,1
1,57860,8,16,C,MORTGAGE,debt,TX,1
6,113000,13,21,F,MORTGAGE,debt,CA,0
3,100000,7,12,C,RENT,debt,Other,1
3,175000,21,14,A,MORTGAGE,debt,FL,1
1,115500,13,14,B,RENT,debt,CA,1
1,75000,10,13,B,MORTGAGE,debt,FL,0
1,85000,7,26,C,MORTGAGE,small_business,Other,1
1,75000,13,9,F,RENT,debt,CA,1
10,88068,10,14,B,RENT,debt,CA,1
1,44000,3,16,B,MORTGAGE,purchase,TX,1
4,62000,15,14,B,MORTGAGE,debt,Other,0
9,90000,14,14,D,MORTGAGE,debt,Other,1
7,100000,12,25,C,MORTGAGE,debt,Other,1
10,120000,11,17,D,OWN,small_business,TX,0
4,35000,9,16,A,RENT,purchase,Other,1
1,40500,6,7,A,MORTGAGE,debt,Other,1
6,31000,11,12,B,MORTGAGE,debt,Other,1
1,62000,31,12,C,RENT,debt,NY,0
1,45000,9,8,D,MORTGAGE,debt,Other,0
1,60000,5,7,C,MORTGAGE,debt,Other,1
3,37000,12,13,B,RENT,purchase,Other,1
1,37200,9,6,C,RENT,debt,NY,1
10,11029,4,7,C,MORTGAGE,purchase,NY,0
6,24000,3,10,A,RENT,purchase,FL,0
2,43000,10,22,D,RENT,debt,Other,1
1,52500,14,9,D,MORTGAGE,debt,Other,0
2,32000,2,4,C,OWN,purchase,Other,1
3,62000,15,18,C,RENT,debt,Other,1
4,84000,10,8,B,RENT,purchase,Other,1
1,36000,9,8,C,RENT,debt,Other,1
10,84000,13,18,G,RENT,small_business,CA,1
1,55000,13,6,B,RENT,debt,FL,1
1,45000,7,13,C,RENT,debt,IL,1
3,26000,8,14,B,MORTGAGE,small_business,IL,1
1,48000,9,17,E,RENT,debt,CA,1
10,60000,35,36,A,MORTGAGE,purchase,CA,1
10,115500,8,14,A,MORTGAGE,purchase,Other,1
10,75000,16,7,E,MORTGAGE,debt,Other,1
10,32496,5,5,B,RENT,purchase,GA,1
2,165000,5,10,B,RENT,debt,Other,1
3,60000,13,13,D,RENT,purchase,NY,1
6,36000,6,7,C,RENT,purchase,TX,1
6,48000,17,27,D,RENT,debt,Other,1
1,38100,7,21,A,MORTGAGE,purchase,Other,1
1,21600,5,4,B,RENT,debt,CA,1
5,65000,4,13,B,MORTGAGE,small_business,Other,1
10,76000,7,11,E,RENT,debt,CA,0
1,47000,12,7,C,RENT,debt,CA,1
1,38000,10,11,C,MORTGAGE,purchase,FL,1
1,48000,10,13,D,RENT,debt,CA,0
3,72000,5,9,C,RENT,debt,Other,1
2,30000,3,12,B,RENT,debt,Other,1
8,49896,13,12,A,RENT,debt,Other,1
4,36000,5,7,A,OWN,debt,Other,0
1,44684.66,10,5,C,RENT,debt,NY,1
1,75000,7,9,A,OWN,debt,NY,1
4,72000,2,5,C,OWN,purchase,Other,0
1,19500,8,24,C,RENT,purchase,Other,1
6,39270,4,4,C,RENT,purchase,NY,1
3,36500,5,6,C,RENT,debt,NY,1
1,77250,10,13,B,RENT,debt,CA,1
4,48000,3,14,B,RENT,purchase,CA,1
2,110000,17,23,B,MORTGAGE,debt,GA,1
3,63000,13,9,C,MORTGAGE,small_business,Other,1
3,91200,7,15,D,RENT,debt,Other,0
4,35064,9,6,A,RENT,purchase,Other,1
10,61200,4,15,A,MORTGAGE,debt,Other,0
2,69600,8,15,A,RENT,purchase,Other,1
2,78504,12,12,C,RENT,debt,CA,1
10,61200,11,16,C,MORTGAGE,purchase,GA,0
1,120000,9,17,A,MORTGAGE,purchase,FL,0
1,41500,5,8,C,RENT,debt,CA,1
1,19800,3,16,A,OWN,purchase,Other,1
1,67992,10,23,A,MORTGAGE,purchase,Other,1
6,17280,2,11,D,RENT,purchase,NY,1
1,28800,2,8,A,RENT,purchase,Other,1
4,107000,12,16,A,MORTGAGE,debt,TX,1
6,39996,9,11,D,RENT,debt,Other,1
8,88296,14,15,B,MORTGAGE,debt,FL,1
1,48000,2,7,D,MORTGAGE,small_business,TX,0
1,120000,24,9,F,MORTGAGE,debt,Other,1
1,24600,6,14,A,RENT,debt,Other,1
1,60000,9,19,C,RENT,debt,Other,1
6,49500,7,7,D,RENT,purchase,TX,1
1,40000,12,12,B,MORTGAGE,debt,FL,1
1,50000,13,19,D,RENT,debt,Other,0
3,133000,9,9,D,RENT,debt,Other,1
1,60000,42,20,A,MORTGAGE,purchase,CA,1
5,24000,8,10,B,MORTGAGE,purchase,Other,1
4,75000,19,16,B,MORTGAGE,small_business,Other,0
9,50000,9,17,D,MORTGAGE,debt,NY,1
1,12000,7,3,A,RENT,educational,Other,1
2,38000,13,20,E,RENT,small_business,CA,0
7,96000,4,13,B,RENT,debt,CA,1
2,27000,8,4,D,RENT,debt,Other,0
2,18000,11,4,D,RENT,debt,TX,1
10,62500,9,15,A,MORTGAGE,purchase,Other,1
3,120000,5,6,B,OWN,purchase,GA,1
3,26000,5,6,B,RENT,debt,Other,1
1,40000,3,8,B,OWN,small_business,Other,1
10,40000,11,19,A,RENT,debt,Other,1
6,49500,6,7,C,RENT,debt,TX,1
3,120000,2,11,B,RENT,purchase,NY,1
4,112000,7,17,B,MORTGAGE,purchase,Other,0
4,112000,7,17,B,MORTGAGE,debt,Other,0
6,22000,10,4,C,RENT,debt,CA,1
1,58000,20,13,B,RENT,debt,Other,1
1,60600,10,17,A,MORTGAGE,purchase,Other,1
2,73992,6,5,B,RENT,purchase,Other,1
1,19800,6,7,C,RENT,purchase,CA,0
10,62000,14,22,A,RENT,purchase,CA,1
10,71000,16,13,B,RENT,debt,CA,1
10,10000,2,9,B,RENT,debt,Other,1
10,102000,30,10,B,OWN,debt,TX,1
10,120000,8,6,D,MORTGAGE,purchase,NY,1
8,36000,6,29,E,RENT,debt,Other,1
2,68640,8,15,B,RENT,debt,CA,1
4,21600,6,5,A,RENT,debt,Other,1
1,25920,7,4,C,RENT,purchase,Other,1
1,107000,4,13,A,RENT,small_business,CA,1
10,100000,14,11,B,MORTGAGE,debt,TX,1
1,24960,6,9,B,RENT,debt,Other,1
7,97188,11,7,D,RENT,purchase,CA,1
10,38556,8,5,C,RENT,debt,Other,1
2,42500,5,10,E,RENT,debt,CA,1
1,39975,9,11,C,RENT,debt,Other,1
5,75000,8,7,E,RENT,purchase,FL,0
10,24000,5,6,A,RENT,purchase,Other,0
1,29376,8,11,A,RENT,purchase,FL,1
3,54000,20,9,A,RENT,debt,IL,1
1,87000,7,13,E,RENT,small_business,CA,0
1,67000,11,8,B,RENT,debt,CA,1
6,83000,11,6,E,RENT,debt,NY,1
3,60000,10,6,D,RENT,debt,Other,0
6,100671.39,16,28,B,MORTGAGE,debt,IL,1
1,120000,7,10,A,MORTGAGE,purchase,CA,1
1,135000,8,16,E,OWN,purchase,NY,0
1,18000,4,3,B,RENT,debt,Other,1
1,5000,5,3,B,RENT,debt,Other,1
1,36500,12,12,B,MORTGAGE,purchase,FL,0
1,100000,9,17,B,RENT,small_business,NY,0
1,41300,14,7,A,RENT,purchase,Other,1
3,111000,9,9,C,RENT,debt,Other,1
2,48000,22,7,B,RENT,debt,Other,1
1,25000,2,9,B,OWN,debt,Other,1
1,50952,2,11,C,RENT,purchase,FL,1
2,54099,11,17,B,MORTGAGE,debt,GA,1
6,25480,4,4,D,RENT,debt,NY,1
1,105000,10,12,D,RENT,purchase,NY,1
1,60000,5,7,B,RENT,educational,NY,1
4,34992,13,19,F,MORTGAGE,debt,Other,1
10,73000,21,27,C,MORTGAGE,debt,FL,0
8,120000,14,15,E,MORTGAGE,debt,NY,1
1,48000,16,6,C,MORTGAGE,purchase,FL,1
2,24000,8,7,A,RENT,purchase,Other,1
10,78862,7,13,D,MORTGAGE,small_business,NY,1
10,70522.26,9,15,C,RENT,debt,Other,1
4,50400,8,12,D,RENT,debt,Other,1
1,24000,7,5,D,RENT,debt,FL,1
1,36120,7,7,D,RENT,debt,Other,0
1,19500,11,16,B,MORTGAGE,purchase,NY,1
3,75000,5,7,C,RENT,debt,Other,1
2,77000,7,16,A,RENT,purchase,Other,1
1,80000,10,8,E,MORTGAGE,small_business,Other,0
1,62000,8,8,D,RENT,debt,NY,1
1,25000,8,5,B,RENT,debt,Other,1
4,36600,4,13,B,RENT,purchase,Other,1
7,45000,3,12,D,MORTGAGE,purchase,NY,0
2,58800,6,11,D,RENT,debt,Other,1
1,19440,2,3,B,RENT,purchase,FL,1
7,47000,17,8,E,RENT,purchase,Other,1
1,108000,6,14,C,MORTGAGE,debt,Other,1
6,60000,12,8,B,MORTGAGE,purchase,Other,1
10,75000,6,35,C,RENT,debt,Other,1
4,60000,11,13,D,RENT,debt,Other,0
10,48000,7,35,B,RENT,purchase,Other,1
2,97000,11,13,C,MORTGAGE,purchase,Other,1
1,43000,7,8,A,RENT,small_business,Other,1
1,96000,5,10,C,MORTGAGE,small_business,Other,0
9,52000,6,18,D,MORTGAGE,debt,NY,1
1,30000,9,6,C,MORTGAGE,debt,Other,1
2,24000,6,4,B,MORTGAGE,purchase,FL,1
1,86400,11,11,D,OWN,purchase,GA,0
8,38000,9,5,B,RENT,purchase,NY,1
3,36000,4,4,C,RENT,small_business,Other,1
1,42000,11,6,B,OWN,debt,Other,1
1,55900,9,17,B,MORTGAGE,debt,GA,1
2,52000,12,22,C,MORTGAGE,debt,Other,1
2,52000,8,13,D,RENT,small_business,Other,1
10,27000,8,14,D,RENT,debt,NY,0
3,110244,12,12,D,MORTGAGE,debt,Other,1
8,33600,9,8,D,RENT,debt,Other,1
3,24000,3,11,B,RENT,debt,Other,1
1,72500,2,14,B,RENT,purchase,FL,0
1,50000,15,19,C,RENT,debt,Other,1
10,44000,4,12,C,RENT,purchase,NY,0
6,40000,5,8,D,OWN,debt,FL,0
10,48000,24,28,A,OWN,debt,Other,1
10,72000,8,12,A,RENT,purchase,Other,1
4,44400,15,6,C,RENT,debt,FL,0
1,42500,6,10,C,RENT,purchase,Other,1
1,153000,6,3,B,RENT,purchase,Other,1
1,200000,9,20,C,RENT,debt,NY,1
1,18000,4,4,A,RENT,purchase,NY,1
10,32904,7,26,C,MORTGAGE,purchase,GA,1
3,62000,15,17,C,RENT,debt,Other,1
1,92000,10,15,B,MORTGAGE,small_business,Other,1
3,12000,4,6,C,RENT,educational,FL,0
1,95000,4,45,A,RENT,debt,Other,1
2,150000,16,12,D,MORTGAGE,debt,Other,1
2,80000,4,7,C,RENT,debt,Other,1
1,80000,7,11,C,RENT,debt,NY,1
1,44000,14,10,B,RENT,debt,TX,1
4,60000,8,6,B,RENT,debt,NY,1
10,68686,12,20,A,MORTGAGE,debt,Other,1
5,95000,7,9,C,RENT,educational,NY,1
2,20000,9,17,A,RENT,debt,Other,1
10,51000,8,5,C,RENT,debt,Other,0
1,30000,5,14,C,RENT,purchase,Other,1
1,88000,3,14,C,RENT,debt,Other,1
1,35000,11,8,C,RENT,debt,Other,1
7,52000,10,36,A,MORTGAGE,educational,FL,1
1,35000,10,4,C,RENT,debt,Other,1
2,27000,5,14,C,RENT,purchase,FL,1
7,66000,5,12,C,MORTGAGE,debt,Other,1
5,93000,7,23,A,MORTGAGE,purchase,Other,1
2,62000,9,5,B,RENT,purchase,Other,1
1,21000,7,8,A,RENT,purchase,TX,1
10,41000,14,21,B,MORTGAGE,educational,GA,1
1,25000,4,4,E,RENT,purchase,Other,1
10,116000,7,29,B,MORTGAGE,debt,Other,1
3,63500,9,19,C,MORTGAGE,debt,Other,1
1,14400,8,3,C,RENT,purchase,FL,1
1,30000,2,4,A,RENT,educational,Other,1
6,150000,7,15,A,MORTGAGE,purchase,Other,1
3,85000,6,15,A,MORTGAGE,purchase,Other,1
7,120000,27,27,C,RENT,debt,Other,0
1,78000,8,6,B,MORTGAGE,purchase,Other,1
2,52000,6,4,D,RENT,debt,Other,1
4,109000,6,13,C,MORTGAGE,purchase,Other,0
10,57000,9,27,B,MORTGAGE,small_business,Other,1
2,75000,14,17,D,MORTGAGE,debt,FL,0
2,70000,12,17,A,RENT,purchase,NY,1
3,46713,11,16,C,MORTGAGE,small_business,Other,1
1,50000,9,9,C,RENT,debt,Other,1
1,38000,23,7,C,RENT,purchase,Other,1
10,84000,13,17,B,MORTGAGE,debt,Other,1
1,25000,5,7,C,RENT,debt,Other,1
1,15000,6,9,C,RENT,purchase,Other,1
2,55400,15,5,C,RENT,debt,Other,1
8,85000,15,25,D,MORTGAGE,debt,Other,0
1,45000,10,4,C,RENT,debt,Other,1
1,70000,12,15,B,MORTGAGE,purchase,Other,1
9,49000,14,27,A,MORTGAGE,purchase,Other,1
3,70000,11,10,B,MORTGAGE,small_business,Other,1
2,60000,9,13,C,RENT,purchase,CA,0
1,18000,9,31,B,OWN,educational,Other,1
1,35000,7,6,B,RENT,purchase,Other,0
1,39000,6,13,C,MORTGAGE,purchase,GA,0
2,36400,9,6,D,RENT,debt,Other,1
1,29120,3,3,D,RENT,educational,Other,0
1,32000,2,5,B,OWN,debt,Other,1
6,54000,7,14,A,RENT,debt,Other,1
1,62000,10,10,B,MORTGAGE,purchase,Other,1
10,120000,10,27,B,MORTGAGE,purchase,Other,1
1,105000,7,10,A,RENT,debt,NY,1
1,12500,3,4,D,RENT,debt,Other,0
1,31000,12,16,C,OWN,purchase,Other,1
8,85000,7,20,D,MORTGAGE,small_business,Other,1
1,10000,5,6,D,RENT,small_business,Other,0
1,90000,10,9,C,RENT,purchase,Other,1
1,36000,8,4,C,RENT,debt,Other,1
1,55000,13,24,A,MORTGAGE,purchase,Other,1
1,110000,4,44,A,RENT,debt,Other,1
8,30000,5,9,C,MORTGAGE,purchase,Other,1
1,40000,13,14,D,MORTGAGE,purchase,Other,1
3,57100,10,6,C,RENT,debt,Other,1
10,45600,3,18,C,MORTGAGE,purchase,Other,0
9,85000,7,25,A,MORTGAGE,purchase,Other,1
8,39000,9,10,D,MORTGAGE,debt,Other,0
1,87300,11,7,C,MORTGAGE,debt,Other,1
3,57000,14,10,E,RENT,debt,Other,1
1,62200,8,9,E,RENT,debt,NY,0
3,50000,11,9,C,RENT,small_business,Other,1
1,32400,11,8,C,RENT,debt,Other,1
2,19000,6,9,C,RENT,educational,NY,1
2,90000,11,24,A,OWN,purchase,Other,1
6,92000,4,10,F,RENT,small_business,Other,1
7,120000,10,11,A,MORTGAGE,purchase,Other,1
4,72000,28,4,E,RENT,debt,FL,1
5,57000,11,15,C,MORTGAGE,debt,Other,1
3,120000,8,13,C,RENT,debt,Other,1
1,23000,3,3,D,RENT,purchase,Other,1
1,45000,6,5,C,OWN,debt,NY,1
9,70000,15,10,D,MORTGAGE,debt,FL,0
10,75000,13,16,B,RENT,debt,NY,1
1,96000,5,11,F,MORTGAGE,small_business,Other,0
3,45000,5,15,D,RENT,purchase,NY,1
10,118000,14,16,A,MORTGAGE,debt,Other,1
6,93000,9,12,B,MORTGAGE,purchase,FL,1
1,173000,14,22,A,MORTGAGE,purchase,Other,1
1,45000,8,6,A,RENT,debt,Other,1
2,63000,13,16,A,OWN,purchase,Other,1
2,88000,9,10,C,MORTGAGE,debt,Other,1
10,150000,10,37,B,MORTGAGE,debt,NY,1
10,65000,12,13,A,MORTGAGE,purchase,Other,1
5,30000,9,5,C,RENT,debt,Other,1
1,15000,16,3,C,OWN,small_business,Other,0
1,96000,4,6,B,RENT,small_business,NY,0
1,90000,8,5,F,RENT,debt,NY,1
1,61800,12,7,A,OWN,purchase,Other,1
1,60000,9,7,F,RENT,debt,NY,1
1,35000,10,8,D,MORTGAGE,debt,Other,1
5,62000,10,7,B,MORTGAGE,purchase,FL,1
1,100000,6,8,B,OTHER,purchase,CA,1
1,120000,6,8,B,OTHER,purchase,Other,1
9,50000,17,23,A,OWN,purchase,Other,1
10,125000,15,23,A,OWN,purchase,Other,1
1,18000,4,6,C,RENT,purchase,Other,1
1,70000,13,7,B,RENT,debt,NY,1
1,40000,2,5,A,RENT,educational,Other,1
2,40000,13,15,C,MORTGAGE,debt,Other,0
1,32000,11,15,D,MORTGAGE,purchase,Other,0
1,75000,9,13,B,MORTGAGE,purchase,Other,0
3,48000,10,7,B,RENT,debt,Other,1
1,150000,15,14,A,MORTGAGE,purchase,Other,1
1,70000,13,27,A,MORTGAGE,debt,Other,1
1,35000,10,7,E,RENT,debt,NY,1
3,130000,9,16,B,MORTGAGE,debt,Other,1
4,200000,2,12,A,RENT,purchase,NY,1
1,78000,13,14,B,RENT,purchase,Other,1
2,33990,9,3,C,MORTGAGE,purchase,Other,0
5,98000,19,14,A,RENT,debt,Other,1
2,36153,3,7,D,MORTGAGE,debt,Other,1
1,20000,17,4,C,RENT,purchase,Other,1
10,125000,10,20,A,MORTGAGE,debt,Other,1
6,40000,4,22,A,RENT,purchase,Other,1
1,65000,6,24,D,RENT,debt,NY,1
1,45000,5,16,A,OWN,debt,Other,1
1,60000,7,6,B,RENT,purchase,Other,1
9,75000,9,12,D,OWN,debt,FL,1
6,145000,17,12,E,MORTGAGE,debt,FL,0
1,20000,3,3,C,RENT,debt,Other,1
3,60000,10,38,C,RENT,small_business,FL,1
1,52200,12,4,F,RENT,debt,Other,1
1,13500,10,5,B,RENT,educational,FL,1
8,150000,2,20,A,MORTGAGE,purchase,GA,1
7,95000,8,7,A,MORTGAGE,purchase,Other,1
2,48000,5,7,C,RENT,small_business,NY,1
1,27376,4,4,C,RENT,small_business,Other,1
1,73000,21,8,B,RENT,debt,Other,1
4,32000,11,12,A,RENT,purchase,Other,1
1,8000,4,18,A,RENT,educational,GA,1
7,74000,15,15,A,MORTGAGE,debt,Other,1
1,30000,10,14,C,OWN,debt,GA,1
2,200000,5,10,C,MORTGAGE,purchase,NY,1
1,25000,10,7,B,MORTGAGE,small_business,Other,1
8,120000,8,10,A,MORTGAGE,debt,Other,1
1,180000,12,11,A,MORTGAGE,purchase,Other,1
2,180000,16,12,B,MORTGAGE,purchase,Other,1
4,48000,6,12,B,MORTGAGE,debt,FL,1
1,80000,15,11,C,OWN,debt,Other,1
1,85000,7,10,A,OWN,debt,Other,1
5,75000,10,13,B,MORTGAGE,debt,Other,1
4,110000,13,17,A,MORTGAGE,purchase,Other,1
3,18000,6,21,C,RENT,debt,Other,1
1,100000,11,9,A,MORTGAGE,debt,Other,1
1,200000,17,19,A,MORTGAGE,purchase,Other,1
1,22000,7,4,E,OWN,debt,Other,1
1,88200,8,10,E,MORTGAGE,purchase,Other,0
10,127000,6,18,G,RENT,debt,Other,0
10,66500,10,21,D,MORTGAGE,purchase,Other,0
5,42000,4,5,D,RENT,debt,Other,0
6,66720,8,8,D,MORTGAGE,purchase,Other,0
7,160000,17,33,D,MORTGAGE,purchase,Other,0
4,90000,7,6,E,MORTGAGE,debt,Other,0
5,56000,16,8,D,RENT,debt,CA,0
10,52000,10,11,C,MORTGAGE,debt,GA,0
3,84000,3,5,D,RENT,purchase,CA,0
10,86000,23,19,E,MORTGAGE,debt,IL,0
4,70380,11,10,D,RENT,debt,CA,0
9,150000,14,13,D,MORTGAGE,debt,Other,0
3,200000,3,5,E,MORTGAGE,purchase,Other,0
1,61000,7,10,C,RENT,debt,GA,0
3,25000,12,10,C,RENT,debt,NY,0
10,54257,7,12,D,MORTGAGE,purchase,NY,0
10,96000,13,11,C,RENT,purchase,CA,0
2,73200,7,9,E,MORTGAGE,purchase,Other,0
3,80000,8,14,E,MORTGAGE,purchase,Other,0
5,55800,7,16,C,RENT,small_business,CA,0
3,42000,7,6,E,RENT,debt,NY,0
5,120000,16,16,C,MORTGAGE,debt,TX,0
3,30000,25,17,E,MORTGAGE,purchase,FL,0
2,69312,10,13,G,MORTGAGE,purchase,Other,0
2,33096,38,16,E,OWN,debt,Other,0
3,55004,13,12,C,MORTGAGE,debt,NY,0
5,40800,14,16,C,RENT,purchase,CA,0
5,31000,8,17,D,MORTGAGE,small_business,FL,0
5,66000,7,6,D,MORTGAGE,purchase,Other,0
5,57996,8,6,E,RENT,purchase,Other,0
10,110000,10,15,E,MORTGAGE,purchase,CA,0
2,30000,17,4,D,RENT,debt,Other,0
5,78500,15,8,F,MORTGAGE,purchase,Other,0
2,45500,5,15,F,RENT,purchase,IL,0
9,57000,7,33,C,OWN,purchase,Other,0
7,23000,10,10,E,MORTGAGE,debt,Other,0
9,45600,13,9,C,OWN,small_business,Other,0
1,16800,6,9,B,RENT,purchase,CA,0
7,45000,20,8,E,MORTGAGE,debt,Other,0
10,70000,16,21,D,MORTGAGE,debt,IL,0
10,53500,20,16,D,RENT,purchase,Other,0
10,33600,6,24,C,MORTGAGE,debt,Other,0
5,57000,33,12,F,MORTGAGE,purchase,GA,0
3,36000,2,10,D,RENT,purchase,CA,0
9,55000,14,10,C,MORTGAGE,debt,Other,0
2,60000,21,13,D,MORTGAGE,debt,CA,0
5,95000,15,16,E,MORTGAGE,debt,Other,0
6,82000,8,15,G,MORTGAGE,debt,IL,0
5,176000,6,12,C,RENT,purchase,CA,0
7,59000,11,24,E,MORTGAGE,purchase,IL,0
5,41386.8,7,9,C,RENT,purchase,CA,0
4,26400,15,7,B,RENT,debt,Other,0
5,63500,4,6,D,RENT,purchase,IL,0
4,40000,9,14,D,MORTGAGE,purchase,Other,0
2,57996,7,8,C,MORTGAGE,purchase,Other,0
10,88200,8,10,E,MORTGAGE,purchase,Other,0
3,42442.8,12,11,D,MORTGAGE,debt,Other,0
1,110000,5,10,F,RENT,debt,CA,0
3,48000,16,13,E,MORTGAGE,purchase,Other,0
5,90000,14,7,D,RENT,debt,CA,0
1,38400,17,13,C,RENT,debt,IL,0
5,80004,5,10,A,MORTGAGE,purchase,Other,0
2,39956,6,10,B,MORTGAGE,debt,Other,0
1,28000,4,8,B,RENT,debt,Other,0
3,99996,6,6,D,MORTGAGE,purchase,Other,0
9,47000,13,18,C,MORTGAGE,debt,Other,0
7,57996,17,13,F,RENT,purchase,NY,0
4,70000,8,10,E,MORTGAGE,debt,TX,0
10,55000,16,32,D,RENT,debt,Other,0
1,24000,7,8,C,OWN,purchase,Other,0
3,36000,5,5,C,RENT,debt,NY,0
10,110000,7,15,C,MORTGAGE,purchase,Other,0
4,42000,8,6,C,MORTGAGE,debt,Other,0
5,60000,7,24,D,MORTGAGE,debt,Other,0
6,90468,19,17,D,MORTGAGE,purchase,CA,0
6,60000,9,8,C,MORTGAGE,purchase,NY,0
4,43404,26,11,E,MORTGAGE,purchase,Other,0
9,129240,22,15,C,MORTGAGE,purchase,Other,0
4,45000,19,10,C,MORTGAGE,debt,Other,0
1,50000,10,14,F,RENT,debt,NY,0
1,105000,8,15,G,RENT,purchase,Other,0
6,104000,4,14,C,MORTGAGE,purchase,CA,0
1,33000,4,4,C,RENT,purchase,Other,0
2,45000,9,5,E,MORTGAGE,debt,Other,0
3,42000,7,10,G,MORTGAGE,debt,Other,0
1,4800,2,7,C,RENT,purchase,CA,0
5,41500,6,3,D,RENT,debt,CA,0
1,42000,11,12,C,MORTGAGE,debt,Other,0
6,58000,8,9,D,MORTGAGE,debt,Other,0
10,54000,6,13,E,MORTGAGE,debt,FL,0
1,20000,11,10,D,RENT,debt,Other,0
2,84000,19,18,C,MORTGAGE,debt,Other,0
9,46500,10,8,B,RENT,debt,Other,0
10,91633,10,14,F,MORTGAGE,debt,CA,0
2,28800,4,6,E,RENT,purchase,Other,0
10,53000,14,12,D,MORTGAGE,debt,Other,0
8,45600,5,6,B,RENT,debt,IL,0
4,24960,5,12,F,MORTGAGE,debt,Other,0
2,54096,17,15,D,RENT,purchase,Other,0
5,93000,16,17,G,MORTGAGE,purchase,Other,0
8,84996,8,10,D,MORTGAGE,purchase,NY,0
4,110004,10,27,D,MORTGAGE,debt,IL,0
1,26000,6,10,D,MORTGAGE,purchase,GA,0
8,51408,8,14,F,MORTGAGE,debt,Other,0
10,36000,3,9,E,RENT,debt,Other,0
2,36000,16,14,D,RENT,debt,CA,0
5,24000,7,4,C,RENT,debt,Other,0
2,60000,11,13,E,MORTGAGE,debt,Other,0
8,97000,11,12,C,MORTGAGE,debt,Other,0
10,45000,8,10,A,MORTGAGE,debt,Other,0
5,70556,7,17,F,MORTGAGE,debt,Other,0
9,90231,19,18,C,MORTGAGE,debt,Other,0
1,150000,9,18,F,MORTGAGE,debt,Other,0
4,180000,16,17,C,MORTGAGE,debt,Other,0
3,115000,3,12,F,MORTGAGE,purchase,NY,0
2,52800,21,9,D,RENT,purchase,Other,0
6,37000,5,16,C,RENT,debt,IL,0
10,97000,13,20,B,MORTGAGE,purchase,Other,0
3,47490,4,11,C,MORTGAGE,purchase,Other,0
2,108000,11,26,D,MORTGAGE,debt,Other,0
1,55740,18,19,C,MORTGAGE,debt,Other,0
10,91500,14,16,B,MORTGAGE,purchase,Other,0
2,35000,11,11,A,RENT,debt,FL,0
5,75000,11,15,D,MORTGAGE,purchase,Other,0
1,55000,20,13,D,MORTGAGE,debt,Other,0
7,54000,11,7,E,MORTGAGE,debt,CA,0
9,58000,18,14,E,OWN,debt,NY,0
3,68400,11,16,D,OWN,purchase,Other,0
4,110000,14,7,E,MORTGAGE,debt,CA,0
7,72720,9,20,E,RENT,purchase,Other,0
10,77000,16,14,C,MORTGAGE,debt,NY,0
6,39000,5,10,D,MORTGAGE,purchase,FL,0
9,48000,3,13,E,RENT,debt,Other,0
4,38952,11,15,E,MORTGAGE,debt,Other,0
5,88000,7,14,D,MORTGAGE,debt,IL,0
6,46789,9,10,D,RENT,purchase,NY,0
10,107000,14,22,B,MORTGAGE,debt,CA,0
10,61300,10,9,E,MORTGAGE,debt,Other,0
10,30000,8,13,G,RENT,debt,Other,0
2,46100,6,16,C,RENT,purchase,Other,0
3,43000,6,4,D,RENT,debt,TX,0
6,81996,9,13,F,RENT,purchase,Other,0
1,56000,11,4,E,RENT,debt,Other,0
6,146000,14,11,D,MORTGAGE,small_business,IL,0
1,138000,16,26,D,MORTGAGE,debt,Other,0
6,42000,11,9,C,RENT,debt,NY,0
3,66000,4,22,B,MORTGAGE,purchase,CA,0
3,41004,3,12,D,RENT,debt,IL,0
3,78000,10,10,E,MORTGAGE,purchase,CA,0
2,65000,12,13,D,RENT,debt,IL,0
10,90000,13,29,A,MORTGAGE,debt,Other,0
2,42000,11,10,C,RENT,debt,Other,0
10,50000,6,18,C,MORTGAGE,purchase,Other,0
